node_id,label,source_file,line,file_type,unique_degree,classification,evidence,confidence,recommended_action
components_footer_links,links,components/Footer.tsx,L12,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_founderprofiles_ease,ease,components/FounderProfiles.tsx,L35,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_founderprofiles_founders,founders,components/FounderProfiles.tsx,L10,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_founderstory_founderstory,FounderStory(),components/FounderStory.tsx,L7,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_herostorycanvas_ease,ease,components/HeroStoryCanvas.tsx,L10,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_homeexperiencesections_brandworldteaser,BrandWorldTeaser(),components/HomeExperienceSections.tsx,L250,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_ingredienthonestysection,IngredientHonestySection(),components/HomeExperienceSections.tsx,L183,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_productbentosection,ProductBentoSection(),components/HomeExperienceSections.tsx,L59,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_recipepreviewsection,RecipePreviewSection(),components/HomeExperienceSections.tsx,L287,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_retaildistributorcta,RetailDistributorCTA(),components/HomeExperienceSections.tsx,L216,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_tasteritualgrid,TasteRitualGrid(),components/HomeExperienceSections.tsx,L153,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_testimonialssection,TestimonialsSection(),components/HomeExperienceSections.tsx,L317,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_trustcuestrip,TrustCueStrip(),components/HomeExperienceSections.tsx,L274,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_originsteps,originSteps,components/HomeExperienceSections.tsx,L24,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_homeexperiencesections_rituals,rituals,components/HomeExperienceSections.tsx,L38,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_journalgrid_ease,ease,components/JournalGrid.tsx,L9,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_navigation_links,links,components/Navigation.tsx,L15,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_recipeexplorer_ease,ease,components/RecipeExplorer.tsx,L11,code,1,manual review,Weak connectivity is insufficient to establish non-use.,Unknown,Inspect source and route behavior.
components_about_referenceaboutpage_ingredientpeeler,IngredientPeeler(),components/about/ReferenceAboutPage.tsx,L264,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_mobileservicelist,MobileServiceList(),components/about/ReferenceAboutPage.tsx,L427,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_promiseandmovement,PromiseAndMovement(),components/about/ReferenceAboutPage.tsx,L394,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_quotecard,QuoteCard(),components/about/ReferenceAboutPage.tsx,L159,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_reveal,Reveal(),components/about/ReferenceAboutPage.tsx,L73,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_sectionlabel,SectionLabel(),components/about/ReferenceAboutPage.tsx,L69,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_statsandquote,StatsAndQuote(),components/about/ReferenceAboutPage.tsx,L146,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_valuessection,ValuesSection(),components/about/ReferenceAboutPage.tsx,L370,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_cleanitems,cleanItems,components/about/ReferenceAboutPage.tsx,L243,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_conventionalitems,conventionalItems,components/about/ReferenceAboutPage.tsx,L235,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_ease,ease,components/about/ReferenceAboutPage.tsx,L34,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_statitems,statItems,components/about/ReferenceAboutPage.tsx,L37,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_timelineitems,timelineItems,components/about/ReferenceAboutPage.tsx,L52,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_values,values,components/about/ReferenceAboutPage.tsx,L61,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_about_referenceaboutpage_zerowasteparts,zeroWasteParts,components/about/ReferenceAboutPage.tsx,L44,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_activitypanel,ActivityPanel(),components/admin/AdminDashboard.tsx,L327,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_admindashboardhome,AdminDashboardHome(),components/admin/AdminDashboard.tsx,L26,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_analyticsboard,AnalyticsBoard(),components/admin/AdminDashboard.tsx,L151,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_auditlogmanager,AuditLogManager(),components/admin/AdminDashboard.tsx,L346,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_brandassetmanager,BrandAssetManager(),components/admin/AdminDashboard.tsx,L431,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_categorymanager,CategoryManager(),components/admin/AdminDashboard.tsx,L492,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_cmsoverview,CmsOverview(),components/admin/AdminDashboard.tsx,L234,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_commercereadiness,CommerceReadiness(),components/admin/AdminDashboard.tsx,L520,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_contenteditor,ContentEditor(),components/admin/AdminDashboard.tsx,L459,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_editorialmanager,EditorialManager(),components/admin/AdminDashboard.tsx,L516,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_formsmanager,FormsManager(),components/admin/AdminDashboard.tsx,L508,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_journalmanager,JournalManager(),components/admin/AdminDashboard.tsx,L500,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_medialibrary,MediaLibrary(),components/admin/AdminDashboard.tsx,L281,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_menumanager,MenuManager(),components/admin/AdminDashboard.tsx,L512,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_metricgrid,MetricGrid(),components/admin/AdminDashboard.tsx,L134,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_newslettermanager,NewsletterManager(),components/admin/AdminDashboard.tsx,L504,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_panelheader,PanelHeader(),components/admin/AdminDashboard.tsx,L546,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_productops,ProductOps(),components/admin/AdminDashboard.tsx,L256,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_realtimeboard,RealtimeBoard(),components/admin/AdminDashboard.tsx,L199,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_recipemanager,RecipeManager(),components/admin/AdminDashboard.tsx,L496,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_seomanager,SeoManager(),components/admin/AdminDashboard.tsx,L413,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_settingsmanager,SettingsManager(),components/admin/AdminDashboard.tsx,L488,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_simpletable,SimpleTable(),components/admin/AdminDashboard.tsx,L524,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_usermanager,UserManager(),components/admin/AdminDashboard.tsx,L476,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_admindashboard_spring,spring,components/admin/AdminDashboard.tsx,L24,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_adminforms_fieldmessage,FieldMessage(),components/admin/AdminForms.tsx,L229,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_adminforms_loginfields,LoginFields,components/admin/AdminForms.tsx,L31,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_adminforms_resetfields,ResetFields,components/admin/AdminForms.tsx,L32,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_adminforms_initialstate,initialState,components/admin/AdminForms.tsx,L18,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_adminforms_loginschema,loginSchema,components/admin/AdminForms.tsx,L20,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_adminforms_resetschema,resetSchema,components/admin/AdminForms.tsx,L27,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_adminpathcontext_adminpathcontext,AdminPathContext,components/admin/AdminPathContext.tsx,L5,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_adminshell_adminshellprops,AdminShellProps,components/admin/AdminShell.tsx,L14,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_contentmanager_editablerecord,EditableRecord,components/admin/ContentManager.tsx,L8,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_admin_contentmanager_jsonfield,JsonField(),components/admin/ContentManager.tsx,L25,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customeraccountdashboard_row,Row(),components/auth/CustomerAccountDashboard.tsx,L18,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customeraccountdashboard_overview,overview,components/auth/CustomerAccountDashboard.tsx,L7,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_authapierror_constructor,.constructor(),components/auth/CustomerAuthForms.tsx,L16,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_authresult,AuthResult,components/auth/CustomerAuthForms.tsx,L9,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_field,Field(),components/auth/CustomerAuthForms.tsx,L69,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_googlebutton,GoogleButton(),components/auth/CustomerAuthForms.tsx,L86,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_notice,Notice,components/auth/CustomerAuthForms.tsx,L10,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_noticepanel,NoticePanel(),components/auth/CustomerAuthForms.tsx,L63,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_passwordchecklist,PasswordChecklist(),components/auth/CustomerAuthForms.tsx,L163,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_passwordfield,PasswordField(),components/auth/CustomerAuthForms.tsx,L73,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_primarybutton,PrimaryButton(),components/auth/CustomerAuthForms.tsx,L82,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthforms_allowedclientreturnpaths,allowedClientReturnPaths,components/auth/CustomerAuthForms.tsx,L49,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthprovider_customerauthcontext,CustomerAuthContext,components/auth/CustomerAuthProvider.tsx,L6,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_auth_customerauthprovider_safesessionresponse,SafeSessionResponse,components/auth/CustomerAuthProvider.tsx,L8,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_doodleicongraphic,DoodleIconGraphic(),components/brand/BrandPrimitives.tsx,L134,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_doodlename,DoodleName,components/brand/BrandPrimitives.tsx,L120,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_motionsectionprops,MotionSectionProps,components/brand/BrandPrimitives.tsx,L13,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_productmarquee,ProductMarquee(),components/brand/BrandPrimitives.tsx,L475,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_productswapimage,ProductSwapImage(),components/brand/BrandPrimitives.tsx,L275,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_producttile,ProductTile(),components/brand/BrandPrimitives.tsx,L373,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_ritualcard,RitualCard(),components/brand/BrandPrimitives.tsx,L418,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_splitstorypanel,SplitStoryPanel(),components/brand/BrandPrimitives.tsx,L441,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_brand_brandprimitives_easebrand,easeBrand,components/brand/BrandPrimitives.tsx,L11,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_cart_cartdrawer_spring,spring,components/cart/CartDrawer.tsx,L13,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_cart_cartpage_prices,prices,components/cart/CartPage.tsx,L8,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_bentogrid_bentogridprops,BentoGridProps,components/foundation/BentoGrid.tsx,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_counterstat_counterstatprops,CounterStatProps,components/foundation/CounterStat.tsx,L6,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_footer_footerprops,FooterProps,components/foundation/Footer.tsx,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_foundercard_foundercardprops,FounderCardProps,components/foundation/FounderCard.tsx,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_glasscard_glasscardprops,GlassCardProps,components/foundation/GlassCard.tsx,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_header_headerprops,HeaderProps,components/foundation/Header.tsx,L5,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_header_links,links,components/foundation/Header.tsx,L9,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_imageblendblock_imageblendblockprops,ImageBlendBlockProps,components/foundation/ImageBlendBlock.tsx,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_journalcard_journalcardprops,JournalCardProps,components/foundation/JournalCard.tsx,L6,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_mobiledrawer_mobiledrawerprops,MobileDrawerProps,components/foundation/MobileDrawer.tsx,L10,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_moreproductscloud_moreproduct,MoreProduct,components/foundation/MoreProductsCloud.tsx,L9,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_moreproductscloud_moreproductscloudprops,MoreProductsCloudProps,components/foundation/MoreProductsCloud.tsx,L15,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_neumorphiccard_neumorphiccardprops,NeumorphicCardProps,components/foundation/NeumorphicCard.tsx,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_productcard_productcardprops,ProductCardProps,components/foundation/ProductCard.tsx,L6,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_recipecard_recipecardprops,RecipeCardProps,components/foundation/RecipeCard.tsx,L5,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_foundation_sectionheading_sectionheadingprops,SectionHeadingProps,components/foundation/SectionHeading.tsx,L4,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_founders_referencefounderspage_ease,ease,components/founders/ReferenceFoundersPage.tsx,L15,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_founders_referencefounderspage_gallery,gallery,components/founders/ReferenceFoundersPage.tsx,L37,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_founders_referencefounderspage_milestones,milestones,components/founders/ReferenceFoundersPage.tsx,L28,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_founders_referencefounderspage_qas,qas,components/founders/ReferenceFoundersPage.tsx,L17,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_categoryrail,CategoryRail(),components/home/ReferenceHomePage.tsx,L547,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_displayproduct,DisplayProduct,components/home/ReferenceHomePage.tsx,L57,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_faqsection,FAQSection(),components/home/ReferenceHomePage.tsx,L938,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_herosection,HeroSection(),components/home/ReferenceHomePage.tsx,L465,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_mobileherobenefits,MobileHeroBenefits(),components/home/ReferenceHomePage.tsx,L565,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_mobilereferenceextras,MobileReferenceExtras(),components/home/ReferenceHomePage.tsx,L986,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_recipessnapshot,RecipesSnapshot(),components/home/ReferenceHomePage.tsx,L768,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_sustainabilitybanner,SustainabilityBanner(),components/home/ReferenceHomePage.tsx,L902,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_bentocards,bentoCards,components/home/ReferenceHomePage.tsx,L636,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_categoryitems,categoryItems,components/home/ReferenceHomePage.tsx,L68,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_ease,ease,components/home/ReferenceHomePage.tsx,L53,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_fallbackdisplaytestimonials,fallbackDisplayTestimonials,components/home/ReferenceHomePage.tsx,L804,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_faqitems,faqItems,components/home/ReferenceHomePage.tsx,L930,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_marqueeitems,marqueeItems,components/home/ReferenceHomePage.tsx,L585,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_productpresentation,productPresentation,components/home/ReferenceHomePage.tsx,L77,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_recipecards,recipeCards,components/home/ReferenceHomePage.tsx,L760,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_home_referencehomepage_trustbadgeicons,trustBadgeIcons,components/home/ReferenceHomePage.tsx,L463,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_referencejournalpage_arrowbutton,ArrowButton(),components/journal/ReferenceJournalPage.tsx,L18,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_referencejournalpage_creatormodal,CreatorModal(),components/journal/ReferenceJournalPage.tsx,L60,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_referencejournalpage_postmodal,PostModal(),components/journal/ReferenceJournalPage.tsx,L59,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_referencejournalpage_routinepreview,RoutinePreview(),components/journal/ReferenceJournalPage.tsx,L58,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_referencejournalpage_sectiontitle,SectionTitle(),components/journal/ReferenceJournalPage.tsx,L55,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_referencejournalpage_swipecard,SwipeCard(),components/journal/ReferenceJournalPage.tsx,L57,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_referencejournalpage_swipecontrol,SwipeControl(),components/journal/ReferenceJournalPage.tsx,L56,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_referencejournalpage_ease,ease,components/journal/ReferenceJournalPage.tsx,L15,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_socialcocreationhub_metric,Metric(),components/journal/SocialCocreationHub.tsx,L27,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_journal_socialcocreationhub_periods,periods,components/journal/SocialCocreationHub.tsx,L14,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_launch_contactquickform_field,Field(),components/launch/ContactQuickForm.tsx,L15,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_launch_launchexperience_preference,Preference(),components/launch/LaunchExperience.tsx,L141,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_launch_launchexperience_ease,ease,components/launch/LaunchExperience.tsx,L13,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
components_launch_statepanel_statekind,StateKind,components/launch/StatePanel.tsx,L8,code,1,indirectly referenced,Repository search finds references beyond AST edges.,Strong evidence,Search dynamic imports and runtime strings first.
